trip_id,pattern_id,pattern_name
13466521,282091,S1
13466522,282091,S1
13466523,282091,S1
13466707,282092,EBWKNDD
13466710,282092,EBWKNDD
13466711,282092,EBWKNDD
13466726,282092,EBWKNDD
13466730,282092,EBWKNDD
13466732,282092,EBWKNDD
13466739,282092,EBWKNDD
13466740,282092,EBWKNDD
13466747,282092,EBWKNDD
13466753,282092,EBWKNDD
13466842,282092,EBWKNDD
13466853,282092,EBWKNDD
13466857,282092,EBWKNDD
13466864,282092,EBWKNDD
13466867,282092,EBWKNDD
13466879,282092,EBWKNDD
13466880,282092,EBWKNDD
13466884,282092,EBWKNDD
13466885,282092,EBWKNDD
13466887,282092,EBWKNDD
13466888,282092,EBWKNDD
13466547,282093,EBEV4FD
13466551,282093,EBEV4FD
13466552,282093,EBEV4FD
13466553,282093,EBEV4FD
13466554,282093,EBEV4FD
13466555,282093,EBEV4FD
13466556,282093,EBEV4FD
13466557,282093,EBEV4FD
13466558,282093,EBEV4FD
13466559,282093,EBEV4FD
13466524,282094,EBEV4D
13466527,282094,EBEV4D
13466532,282094,EBEV4D
13466533,282094,EBEV4D
13466534,282094,EBEV4D
13466545,282094,EBEV4D
13466569,282094,EBEV4D
13466570,282094,EBEV4D
13466580,282094,EBEV4D
13466583,282094,EBEV4D
13466591,282094,EBEV4D
13466608,282094,EBEV4D
13466609,282094,EBEV4D
13466734,282094,EBEV4D
13466738,282094,EBEV4D
13466752,282094,EBEV4D
13466838,282094,EBEV4D
13466841,282094,EBEV4D
13466525,282095,EB1D
13466526,282095,EB1D
13466528,282095,EB1D
13466529,282095,EB1D
13466530,282095,EB1D
13466531,282095,EB1D
13466535,282095,EB1D
13466537,282095,EB1D
13466539,282095,EB1D
13466540,282095,EB1D
13466541,282095,EB1D
13466542,282095,EB1D
13466543,282095,EB1D
13466544,282095,EB1D
13466546,282095,EB1D
13466548,282095,EB1D
13466549,282095,EB1D
13466550,282095,EB1D
13466565,282095,EB1D
13466566,282095,EB1D
13466567,282095,EB1D
13466568,282095,EB1D
13466571,282095,EB1D
13466574,282095,EB1D
13466575,282095,EB1D
13466576,282095,EB1D
13466577,282095,EB1D
13466578,282095,EB1D
13466579,282095,EB1D
13466581,282095,EB1D
13466582,282095,EB1D
13466584,282095,EB1D
13466585,282095,EB1D
13466586,282095,EB1D
13466587,282095,EB1D
13466588,282095,EB1D
13466589,282095,EB1D
13466590,282095,EB1D
13466592,282095,EB1D
13466593,282095,EB1D
13466594,282095,EB1D
13466595,282095,EB1D
13466596,282095,EB1D
13466597,282095,EB1D
13466598,282095,EB1D
13466599,282095,EB1D
13466600,282095,EB1D
13466601,282095,EB1D
13466602,282095,EB1D
13466605,282095,EB1D
13466606,282095,EB1D
13466607,282095,EB1D
13466610,282095,EB1D
13466692,282095,EB1D
13466693,282095,EB1D
13466694,282095,EB1D
13466695,282095,EB1D
13466696,282095,EB1D
13466697,282095,EB1D
13466698,282095,EB1D
13466700,282095,EB1D
13466701,282095,EB1D
13466702,282095,EB1D
13466703,282095,EB1D
13466704,282095,EB1D
